ID	CLASSIFI	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
215	四、植物/桑樹	桑樹	桑树	ɬɔŋ55 ʃy22	ɬɔŋ55 ʃy22	slong1 syu6	P1214	桑樹	
216	四、植物/桑棗	桑果	桑果	ɬɔŋ55 kɔ35	ɬɔŋ55 kɔ35	slong1 go2	P1214	桑棗	
217	四、植物/柳絮	柳絮	柳絮	lɐu23 ʃy22	lɐu24 ʃy22	lau5 syu6	P1216	柳絮	
218	四、植物/苦楝	苦楝	苦楝	fu35 lin55	fu35 lin55	fu2 lin1	P1216	苦楝	
219	四、植物/榕樹	榕樹	榕树	iuŋ21 ʃy22	jʊŋ21 ʃy22	jung4 syu6	P1216	榕樹	
220	四、植物/竹子	竹	竹	tʃuk5	tʃʊk5	zuk1	P1218	竹子	
221	四、植物/竹筍	竹筍	竹笋	tʃuk5 ɬɐn35	tʃʊk5 ɬɐn35	zuk1 slan2	P1218	竹筍	
222	四、植物/竹竿	竹竿	竹竿	tʃuk5 kɔn35	tʃʊk5 kɔn35	zuk1 gon2	P1218	竹竿	原文如此，誤讀「桿」音
223	四、植物/栽花	種花	种花	tʃuŋ33 ua55	tʃʊŋ33 wa55	zung3 waa1	P1220	栽花	
224	四、植物/花蕾	花苞	花苞	ua55 pɛu55	wa55 pɛu55	waa1 beu1	P1220	花蕾	
225	四、植物/菊花	菊花	菊花	kuk5 ua55	kʊk5 wa55	guk1 waa1	P1220	菊花	
226	四、植物/牡丹	牡丹	牡丹	mau23 tan55	mau24 tan55	maau5 daan1	P1222	牡丹	
227	四、植物/荷花	蓮花	莲花	lin21 ua55	lin21 wa55	lin4 waa1	P1222	荷花	
228	四、植物/水果	水果	水果	ʃui35 kɔ35	ʃui35 kɔ35	sui2 go2	P1222	水果	
229	四、植物/黑棗兒	黑棗	黑枣	hɐk5 tʃu35	hɐk5 tʃu35	hak1 zu2	P1224	黑棗兒	
230	四、植物/紅棗兒	紅棗	红枣	huŋ21 tʃu35	hʊŋ21 tʃu35	hung4 zu2	P1224	紅棗兒	
231	四、植物/杏兒	杏	杏	hɐŋ22	hɐŋ22	hang6	P1224	杏兒	
232	四、植物/梨	沙梨	沙梨	ʃa55 li21	ʃa55 li21	saa1 li4	P1226	梨	
233	四、植物/枇杷	枇杷	枇杷	pʰi21 pʰa21	pʰi21 pʰa21	pi4 paa4	P1226	枇杷	
234	四、植物/柿子	柿子	柿子	sɐi22 tsɿ35	ʃɐi22 tsɿ35	sai6 zy2	P1226	柿子	
235	四、植物/柿餅	柿餅	柿饼	ʃɐi22 pɛŋ35	ʃɐi22 pɛŋ35	sai6 beng2	P1228	柿餅	
236	四、植物/柚子	樸碌	朴碌	pɔ55 luk5	pɔ55 lʊk5	bo1 luk1	P1228	柚子	原文有音無字
237	四、植物/龍眼	龍眼	龙眼	luŋ21 ŋɛn23	lʊŋ21 ŋɛn24	lung4 ngen5	P1228	龍眼	
238	四、植物/荔枝	荔枝	荔枝	lɐi22 tʃi55	lɐi22 tʃi55	lai6 zi1	P1230	荔枝	
239	四、植物/香蕉	香蕉	香蕉	hœŋ55 tʃiu55	hœŋ55 tʃiu55	hoeng1 ziu1	P1230	香蕉	
240	四、植物/橄欖	橄欖	橄榄	kam35 lam35	kam35 lam35	gaam2 laam2	P1230	橄欖	
241	四、植物/白果	白果	白果	pak2 kɔ35	pak2 kɔ35	baak6 go2	P1232	白果	
242	四、植物/栗子	板栗	板栗	pan35 lɐt2	pan35 lɐt2	baan2 lat6	P1232	栗子	
243	四、植物/核桃	核桃	核桃	hɐt2 tʰu21	hɐt2 tʰu21	hat6 tu4	P1232	核桃	
244	四、植物/桃兒	桃	桃	tʰu21	tʰu21	tu4	P1234	桃兒	
245	四、植物/西瓜	西瓜	西瓜	ɬɐi55 kʷa55	ɬɐi55 kʷa55	slai1 gwaa1	P1234	西瓜	
246	四、植物/瓜子	瓜子	瓜子	kʷa55 tsɿ35	kʷa55 tsɿ35	gwaa1 zy2	P1234	瓜子	
247	四、植物/橘子	橘	橘	kɐt5	kɐt5	gat1	P1236	橘子	
248	四、植物/橙子	橙	橙	tʃʰaŋ35	tʃʰaŋ35	caang2	P1236	橙子	
249	四、植物/柑	柑	柑	kɐm55	kɐm55	gam1	P1236	柑	
250	四、植物/蘋果	蘋果	苹果	pʰiŋ21 kɔ35	pʰeŋ21 kɔ35	ping4 go2	P1238	蘋果	
251	四、植物/楊桃	楊桃	杨桃	iœŋ21 tʰu21	jœŋ21 tʰu21	joeng4 tu4	P1238	楊桃	
252	四、植物/李子	李子	李子	li23 tsɿ35	li24 tsɿ35	li5 zy2	P1238	李子	
253	四、植物/葡萄	葡萄	葡萄	pʰu21 tʰu21	pʰu21 tʰu21	pu4 tu4	P1240	葡萄	
254	四、植物/菠蘿	菠蘿	菠萝	pɔ55 lɔ21	pɔ55 lɔ21	bo1 lo4	P1240	菠蘿	
255	四、植物/黃皮	黃皮	黄皮	uɔŋ21 pʰi21	wɔŋ21 pʰi21	wong4 pi4	P1240	黃皮	
256	四、植物/石榴	石榴	石榴	ʃɛk2 lɐu21	ʃɛk2 lɐu21	sek6 lau4	P1242	石榴	
257	四、植物/番石榴	花棯	花棯	ua55 nim55	wa55 nim55	waa1 nim1	P1242	番石榴	原文[nim55]有音無字
258	四、植物/荸薺（馬蹄）	馬蹄	马蹄	ma23 tʰɐi21	ma24 tʰɐi21	maa5 tai4	P1242	荸薺（馬蹄）	
259	四、植物/甘蔗	甘蔗	甘蔗	kɐm55 tʃɛ33	kɐm55 tʃɛ33	gam1 ze3	P1244	甘蔗	
260	四、植物/花生	花生	花生	ua55 ʃaŋ55	wa55 ʃaŋ55	waa1 saang1	P1244	花生	
261	四、植物/冬菇	冬菇	冬菇	tuŋ55 ku55	tʊŋ55 ku55	dung1 gu1	P1244	冬菇	
262	五、動物/牲口	牲畜	牲畜	ʃaŋ55 tʃʰuk5	ʃaŋ55 tʃʰʊk5	saang1 cuk1	P1246	牲口	
263	五、動物/公馬	馬公	马公	ma23 kuŋ55	ma24 kʊŋ55	maa5 gung1	P1246	公馬	
264	五、動物/母馬	馬乸	马乸	ma23 na35	ma24 na35	maa5 naa2	P1246	母馬	原文[na35]有音無字
265	五、動物/公牛	牛公	牛公	ŋɐu21 kuŋ55	ŋɐu21 kʊŋ55	ngau4 gung1	P1248	公牛	
266	五、動物/母牛	牛乸	牛乸	ŋɐu21 na35	ŋɐu21 na35	ngau4 naa2	P1248	母牛	原文[na35]有音無字
267	五、動物/黃牛	黃牛	黄牛	uɔŋ21 ŋɐu21	wɔŋ21 ŋɐu21	wong4 ngau4	P1248	黃牛	
268	五、動物/水牛	水牛	水牛	ʃui35 ŋɐu21	ʃui35 ŋɐu21	sui2 ngau4	P1250	水牛	
269	五、動物/狗	狗	狗	kɐu35	kɐu35	gau2	P1250	狗	
270	五、動物/公狗	公狗	公狗	kɐu35 kuŋ55	kɐu35 kʊŋ55	gau2 gung1	P1250	公狗	
271	五、動物/母狗	狗乸	狗乸	kɐu35 na35	kɐu35 na35	gau2 naa2	P1252	母狗	原文[na35]有音無字
272	五、動物/瘋狗	瘋狗	疯狗	fuŋ55 kɐu35	fʊŋ55 kɐu35	fung1 gau2	P1252	瘋狗	
273	五、動物/貓	貓	猫	mɛu55	mɛu55	meu1	P1252	貓	
274	五、動物/公貓	貓公	猫公	mɛu55 kuŋ55	mɛu55 kʊŋ55	meu1 gung1	P1254	公貓	
275	五、動物/母貓	貓乸	猫乸	mɛu55 na35	mɛu55 na35	meu1 naa2	P1254	母貓	原文[na35]有音無字
276	五、動物/公豬	豬公	猪公	tʃy55 kuŋ55	tʃy55 kʊŋ55	zyu1 gung1	P1254	公豬	
277	五、動物/母豬	豬乸	猪乸	tʃy55 na35	tʃy55 na35	zyu1 naa2	P1256	母豬	原文[na35]有音無字
278	五、動物/種豬	豬公頭	猪公头	tʃy55 kuŋ55 tʰɐu21	tʃy55 kʊŋ55 tʰɐu21	zyu1 gung1 tau4	P1256	種豬	
279	五、動物/豬崽	豬崽	猪崽	tʃy55 tʃɐi35	tʃy55 tʃɐi35	zyu1 zai2	P1256	豬崽	
280	五、動物/雞	雞	鸡	kɐi55	kɐi55	gai1	P1258	雞	
281	五、動物/公雞	生雞	生鸡	ʃaŋ55 kɐi55	ʃaŋ55 kɐi55	saang1 gai1	P1258	公雞	
282	五、動物/閹雞	鏾雞	𫔌鸡	ɬin33 kɐi55	ɬin33 kɐi55	slin3 gai1	P1258	閹雞	原文[ɬin33]有音無字
283	五、動物/母雞	雞乸	鸡乸	kɐi55 na35	kɐi55 na35	gai1 naa2	P1260	母雞	原文[na35]有音無字
284	五、動物/小母雞	項雞	项鸡	hɔŋ22 kɐi55	hɔŋ22 kɐi55	hong6 gai1	P1260	小母雞	原文[hɔŋ22]有音無字
285	五、動物/雞蛋	雞蛋	鸡蛋	kɐi55 tan22	kɐi55 tan22	gai1 daan6	P1260	雞蛋	
286	五、動物/下蛋	屙蛋	屙蛋	ɔ55 tan22	ɔ55 tan22	o1 daan6	P1262	下蛋	
287	五、動物/孵小雞	菢雞	菢鸡	pu22 kɐi55	pu22 kɐi55	bu6 gai1	P1262	孵小雞	
288	五、動物/菢窩雞	賴菢雞	赖菢鸡	lai22 pu22 kɐi55	lai22 pu22 kɐi55	laai6 bu6 gai1	P1262	菢窩雞	
289	五、動物/鴨子	鴨	鸭	ap3	ap3	aap3	P1264	鴨子	
290	五、動物/公鴨	鴨公	鸭公	ap3 kuŋ55	ap3 kʊŋ55	aap3 gung1	P1264	公鴨	
291	五、動物/母鴨	鴨乸	鸭乸	ap3 na35	ap3 na35	aap3 naa2	P1264	母鴨	原文[na35]有音無字
292	五、動物/小鴨	鴨崽	鸭崽	ap3 tʃɐi35	ap3 tʃɐi35	aap3 zai2	P1266	小鴨	
293	五、動物/鵝	鵝	鹅	ŋɔ21	ŋɔ21	ngo4	P1266	鵝	
294	五、動物/老虎	老虎	老虎	lu23 fu35	lu24 fu35	lu5 fu2	P1266	老虎	
295	五、動物/母老虎	老虎乸	老虎乸	lu23 fu35 na35	lu24 fu35 na35	lu5 fu2 naa2	P1268	母老虎	原文[na35]有音無字
296	五、動物/狼	狼	狼	lɔŋ21	lɔŋ21	long4	P1268	狼	
297	五、動物/猴子	獁騮	犸骝	ma55 lɐu55	ma55 lɐu55	maa1 lau1	P1268	猴子	
298	五、動物/熊	熊	熊	iuŋ21	jʊŋ21	jung4	P1270	熊	
299	五、動物/狐狸	狐狸	狐狸	u21 li21	wu21 li21	wu4 li4	P1270	狐狸	
300	五、動物/狐狸精	狐狸精	狐狸精	u21 li21 tʃiŋ55	wu21 li21 tʃeŋ55	wu4 li4 zing1	P1270	狐狸精	
301	五、動物/大象	大笨象	大笨象	tai22 pɐn22 tʃœŋ22	tai22 pɐn22 tʃœŋ22	daai6 ban6 zoeng6	P1272	大象	
302	五、動物/獅子	獅子	狮子	sɿ55 tsɿ35	sɿ55 tsɿ35	sy1 zy2	P1272	獅子	
303	五、動物/豹子	豹	豹	pʰau33	pʰau33	paau3	P1272	豹子	
304	五、動物/兔兒	兔	兔	tʰu33	tʰu33	tu3	P1274	兔兒	
305	五、動物/老鼠	老鼠	老鼠	lu23 ʃy35	lu24 ʃy35	lu5 syu2	P1274	老鼠	
306	五、動物/蛇	蛇	蛇	ʃɛ21	ʃɛ21	se4	P1274	蛇	
307	五、動物/尾巴	尾	尾	mi23	mi24	mi5	P1276	尾巴	
308	五、動物/（動物的）嘴	嘴	嘴	tʃui35	tʃui35	zui2	P1276	（動物的）嘴	
309	五、動物/（動物的）交尾	打褦	打褦	ta35 nɐŋ33	ta35 nɐŋ33	daa2 nang3	P1276	（動物的）交尾	原文[nɐŋ33]有音無字
310	五、動物/鳥兒	雀	雀	tʃʰœk3	tʃʰœk3	coek3	P1278	鳥兒	
311	五、動物/翅膀	翼	翼	ik2	jek2	jik6	P1278	翅膀	
312	五、動物/爪子	爪	爪	tʃɛu35	tʃɛu35	zeu2	P1278	爪子	
313	五、動物/烏鴉	烏鴉	乌鸦	u55 ia55	wu55 ja55	wu1 jaa1	P1280	烏鴉	
314	五、動物/麻雀	麻雀	麻雀	ma21 tʃʰœk3	ma21 tʃʰœk3	maa4 coek3	P1280	麻雀	
315	五、動物/雁	雁	雁	ŋan22	ŋan22	ngaan6	P1280	雁	
316	五、動物/鴿子	白鴿	白鸽	pak2 kɐp3	pak2 kɐp3	baak6 gap3	P1282	鴿子	
317	五、動物/燕子	燕子	燕子	in33 tsɿ35	jin33 tsɿ35	jin3 zy2	P1282	燕子	
318	五、動物/貓頭鷹	貓頭鷹	猫头鹰	mɛu55 tʰɐu21 iŋ55	mɛu55 tʰɐu21 jeŋ55	meu1 tau4 jing1	P1282	貓頭鷹	
319	五、動物/老鷹	崖鷹	崖鹰	ŋa21 iŋ55	ŋa21 jeŋ55	ngaa4 jing1	P1284	老鷹	原文[ŋa21]有音無字
320	五、動物/鸚鵡	鸚鵡	鹦鹉	iŋ55 mu23	jeŋ55 mu24	jing1 mu5	P1284	鸚鵡	
321	五、動物/八哥兒	鷯哥	鹩哥	lɛu55 kɔ55	lɛu55 kɔ55	leu1 go1	P1284	八哥兒	
322	五、動物/水鴨子	野鴨	野鸭	iɛ23 ap3	jɛ24 ap3	je5 aap3	P1286	水鴨子	原文「野」字誤作[ia33]
323	五、動物/野雞	山雞	山鸡	ʃan55 kɐi55	ʃan55 kɐi55	saan1 gai1	P1286	野雞	
324	五、動物/蝙蝠	飛鼠	飞鼠	fi55 ʃy35	fi55 ʃy35	fi1 syu2	P1286	蝙蝠	
325	五、動物/蠶	蠶	蚕	tʃʰan21	tʃʰan21	caan4	P1288	蠶	
326	五、動物/蜘蛛	蜘蛛	蜘蛛	tʃi55 tʃy55	tʃi55 tʃy55	zi1 zyu1	P1288	蜘蛛	原文「蜘」字誤作[tʃy55]
327	五、動物/蚯蚓	黃䘆	黄䘆	uɔŋ21 hyn35	wɔŋ21 hyn35	wong4 hyun2	P1288	蚯蚓	原文[yn35]有音無字，應作[hyn35]
328	五、動物/蜈蚣	百足	百足	pak3 tʃuk5	pak3 tʃʊk5	baak3 zuk1	P1290	蜈蚣	
329	五、動物/壁虎	檐蛇	檐蛇	iɐm21 ʃɛ21	jɐm21 ʃɛ21	jam4 se4	P1290	壁虎	
330	五、動物/蒼蠅	蚊蠅	蚊蝇	mɐn55 iŋ55	mɐn55 jeŋ55	man1 jing1	P1290	蒼蠅	
331	五、動物/蚊子	蚊子	蚊子	mɐn55 tsɿ35	mɐn55 tsɿ35	man1 zy2	P1292	蚊子	
332	五、動物/（蚊子）咬人	咬人	咬人	ŋɛu23 iɐn21	ŋɛu24 jɐn21	ngeu5 jan4	P1292	（蚊子）咬人	
333	五、動物/蝨子	蝨	虱	ʃɐt5	ʃɐt5	sat1	P1292	蝨子	
334	五、動物/臭蟲	木蝨	木虱	muk2 ʃɐt5	mʊk2 ʃɐt5	muk6 sat1	P1294	臭蟲	
335	五、動物/跳蚤	狗蝨	狗虱	kɐu35 ʃɐt5	kɐu35 ʃɐt5	gau2 sat1	P1294	跳蚤	
336	五、動物/蟋蟀	蟀蟀	蟀蟀	tʃyt5 tʃyt5	tʃyt5 tʃyt5	zyut1 zyut1	P1294	蟋蟀	原文[tʃyt5]有音無字
337	五、動物/蟬	吱喳蟲	吱喳虫	tʃi55 tʃa21 tʃʰuŋ21	tʃi55 tʃa21 tʃʰʊŋ21	zi1 zaa4 cung4	P1296	蟬	
338	五、動物/蜜蜂	蜜蜂	蜜蜂	mɐt2 fuŋ55	mɐt2 fʊŋ55	mat6 fung1	P1296	蜜蜂	
339	五、動物/馬蜂	黃蜂	黄蜂	uɔŋ21 fuŋ55	wɔŋ21 fʊŋ55	wong4 fung1	P1296	馬蜂	
340	五、動物/（馬蜂）蜇人	嗒人	嗒人	nɛp5 iɐn21	nɛp5 jɐn21	nep1 jan4	P1298	（馬蜂）蜇人	原文[nɛp5]有音無字
341	五、動物/蜂窩	蜂竇	蜂窦	fuŋ55 tɐu33	fʊŋ55 tɐu33	fung1 dau3	P1298	蜂窩	
342	五、動物/蜂蜜	蜜糖	蜜糖	mɐt2 tʰɔŋ21	mɐt2 tʰɔŋ21	mat6 tong4	P1298	蜂蜜	
343	五、動物/螢火蟲	螢火蟲	萤火虫	iŋ21 fɔ35 tʃʰuŋ21	jeŋ21 fɔ35 tʃʰʊŋ21	jing4 fo2 cung4	P1300	螢火蟲	
344	五、動物/蝴蝶	蝴蝶	蝴蝶	u21 tip2	wu21 tip2	wu4 dip6	P1300	蝴蝶	
345	五、動物/蜻蜓	塘𧋦	塘𧋦	tʰɔŋ21 mɛ55	tʰɔŋ21 mɛ55	tong4 me1	P1300	蜻蜓	原文[mɛ55]有音無字
346	五、動物/魚	魚	鱼	y21	jy21	jyu4	P1302	魚	
347	五、動物/鯉魚	鯉魚	鲤鱼	li23 y21	li24 jy21	li5 jyu4	P1302	鯉魚	
348	五、動物/鯪魚	鯪魚	鲮鱼	liŋ21 y21	leŋ21 jy21	ling4 jyu4	P1302	鯪魚	
349	五、動物/鯇魚	草魚	草鱼	tʃʰu35 y21	tʃʰu35 jy21	cu2 jyu4	P1304	鯇魚	
350	五、動物/鯽魚	鯽魚	鲫鱼	tʃɐk5 y21	tʃɐk5 jy21	zak1 jyu4	P1304	鯽魚	
351	五、動物/帶魚	帶魚	带鱼	tai33 y21	tai33 jy21	daai3 jyu4	P1304	帶魚	
352	五、動物/黑魚	花魚	花鱼	ua55 y21	wa55 jy21	waa1 jyu4	P1306	黑魚	
353	五、動物/烏賊魚	墨魚	墨鱼	mɐk2 y21	mɐk2 jy21	mak6 jyu4	P1306	烏賊魚	
354	五、動物/魷魚	魷魚	鱿鱼	iɐu21 y21	jɐu21 jy21	jau4 jyu4	P1306	魷魚	
355	五、動物/魚鱗	魚鱗	鱼鳞	y21 lɐn21	jy21 lɐn21	jyu4 lan4	P1308	魚鱗	
356	五、動物/魚泡	魚泡	鱼泡	y21 pɔk5	jy21 pɔk5	jyu4 bok1	P1308	魚泡	原文[pɔk5]有音無字
357	五、動物/魚苗	魚花	鱼花	y21 ua55	jy21 wa55	jyu4 waa1	P1308	魚苗	
358	五、動物/魚卵	魚蛋	鱼蛋	y21 tan22	jy21 tan22	jyu4 daan6	P1310	魚卵	
359	五、動物/蝦	蝦公	虾公	ha55 kuŋ55	ha55 kʊŋ55	haa1 gung1	P1310	蝦	
360	五、動物/蝦仁（鮮的）	蝦仁	虾仁	ha55 iɐn21	ha55 jɐn21	haa1 jan4	P1310	蝦仁（鮮的）	
361	五、動物/蝦米（乾的）	蝦米	虾米	ha55 mɐi23	ha55 mɐi24	haa1 mai5	P1312	蝦米（乾的）	
362	五、動物/烏龜	烏龜	乌龟	u55 kʷɐi55	wu55 kʷɐi55	wu1 gwai1	P1312	烏龜	
363	五、動物/泥鰍	泥鰍	泥鳅	nɐi21 tʃʰɐu55	nɐi21 tʃʰɐu55	nai4 cau1	P1312	泥鰍	
364	五、動物/鱔魚	黃鱔魚	黄鳝鱼	uɔŋ21 ʃin35 y21	wɔŋ21 ʃin35 jy21	wong4 sin2 jyu4	P1314	鱔魚	
365	五、動物/螃蟹	螃蟹	螃蟹	pʰaŋ21 hai23	pʰaŋ21 hai24	paang4 haai5	P1314	螃蟹	
366	五、動物/蟹黃	蟹黃	蟹黄	hai23 uɔŋ21	hai24 wɔŋ21	haai5 wong4	P1314	蟹黃	
367	五、動物/青蛙	蛤乸	蛤乸	kɐp3 na35	kɐp3 na35	gap3 naa2	P1316	青蛙	原文有音無字
368	五、動物/蝌蚪	蝌蚪	蝌蚪	fɔ55 tɐu35	fɔ55 tɐu35	fo1 dau2	P1316	蝌蚪	
369	五、動物/蟾蜍	蠄蟝	蠄蟝	kʰɐm21 kʰy21	kʰɐm21 kʰy21	kam4 kyu4	P1316	蟾蜍	原文有音無字
370	六、房舍/房子（全所）	屋	屋	uk5	ʊk5	uk1	P1318	房子（全所）	
371	六、房舍/屋子（單向）	房	房	fɔŋ21	fɔŋ21	fong4	P1318	屋子（單向）	
372	六、房舍/天井	天井	天井	tʰin55 tʃiŋ35	tʰin55 tʃeŋ35	tin1 zing2	P1318	天井	
373	六、房舍/正房	正房	正房	tʃiŋ33 fɔŋ21	tʃeŋ33 fɔŋ21	zing3 fong4	P1320	正房	
374	六、房舍/澡房	沖涼房	冲凉房	tʃʰuŋ55 lœŋ21 fɔŋ21	tʃʰʊŋ55 lœŋ21 fɔŋ21	cung1 loeng4 fong4	P1320	澡房	
375	六、房舍/廁所	屎坑	屎坑	ʃi35 haŋ55	ʃi35 haŋ55	si2 haang1	P1320	廁所	
376	六、房舍/牛欄	牛欄	牛栏	ŋɐu21 lan21	ŋɐu21 lan21	ngau4 laan4	P1322	牛欄	
377	六、房舍/豬圈	豬欄	猪栏	tʃy55 lan21	tʃy55 lan21	zyu1 laan4	P1322	豬圈	
378	六、房舍/狗窩	狗竇	狗窦	kɐu35 tɐu33	kɐu35 tɐu33	gau2 dau3	P1322	狗窩	
379	六、房舍/雞窩	雞竇	鸡窦	kɐi55 tɐu33	kɐi55 tɐu33	gai1 dau3	P1324	雞窩	
380	六、房舍/街廊	騎樓	骑楼	kʰɛ21 lɐu21	kʰɛ21 lɐu21	ke4 lau4	P1324	街廊	
381	六、房舍/大門	大門	大门	tai22 mun21	tai22 mun21	daai6 mun4	P1324	大門	
382	六、房舍/籬笆	籬笆	篱笆	li21 pa55	li21 pa55	li4 baa1	P1326	籬笆	
383	六、房舍/門坎兒	門坎	门坎	mun21 kʰam35	mun21 kʰam35	mun4 kaam2	P1326	門坎兒	
384	六、房舍/鎖	鎖	锁	ɬɔ35	ɬɔ35	slo2	P1326	鎖	
385	六、房舍/鑰匙	鎖匙	锁匙	ɬɔ35 ʃi21	ɬɔ35 ʃi21	slo2 si4	P1328	鑰匙	
386	六、房舍/臺階	碼頭級	码头级	ma23 tʰɐu21 kʰɐp5	ma24 tʰɐu21 kʰɐp5	maa5 tau4 kap1	P1328	臺階	
387	六、房舍/屋檐	屋檐	屋檐	uk5 iɐm21	ʊk5 jɐm21	uk1 jam4	P1328	屋檐	
388	六、房舍/樓梯	樓梯	楼梯	lɐu21 tʰɐi55	lɐu21 tʰɐi55	lau4 tai1	P1330	樓梯	
389	六、房舍/窗戶	窗戶	窗户	tʃʰɔŋ55 u22	tʃʰɔŋ55 wu22	cong1 wu6	P1330	窗戶	
390	六、房舍/陽臺	曬臺	晒台	ʃai33 tʰɔi21	ʃai33 tʰɔi21	saai3 toi4	P1330	陽臺	
391	六、房舍/牀鋪	牀	床	tʃʰɔŋ21	tʃʰɔŋ21	cong4	P1332	牀鋪	
392	六、房舍/上牀	上牀	上床	ʃœŋ23 tʃʰɔŋ21	ʃœŋ24 tʃʰɔŋ21	soeng5 cong4	P1332	上牀	
393	六、房舍/下牀	落牀	落床	lɔk2 tʃʰɔŋ21	lɔk2 tʃʰɔŋ21	lok6 cong4	P1332	下牀	
394	六、房舍/蚊帳	蚊帳	蚊帐	mɐn55 tʃœŋ33	mɐn55 tʃœŋ33	man1 zoeng3	P1334	蚊帳	
395	六、房舍/帳鉤子	蚊帳鉤	蚊帐钩	mɐn55 tʃœŋ33 ŋɐu55	mɐn55 tʃœŋ33 ŋɐu55	man1 zoeng3 ngau1	P1334	帳鉤子	
396	六、房舍/被子	被	被	pʰi23	pʰi24	pi5	P1334	被子	
397	六、房舍/被裏（兒）	被裏	被里	pʰi23 li23	pʰi24 li24	pi5 li5	P1336	被裏（兒）	
398	六、房舍/被面（兒）	被面	被面	pʰi23 min22	pʰi24 min22	pi5 min6	P1336	被面（兒）	
399	六、房舍/被套	被套	被套	pʰi23 tʰu33	pʰi24 tʰu33	pi5 tu3	P1336	被套	
400	六、房舍/棉絮	棉胎	棉胎	min21 tʰɔi55	min21 tʰɔi55	min4 toi1	P1338	棉絮	
401	六、房舍/牀單	牀單	床单	tʃʰɔŋ21 tan55	tʃʰɔŋ21 tan55	cong4 daan1	P1338	牀單	
402	六、房舍/褥子	墊被	垫被	tim22 pʰi23	tim22 pʰi24	dim6 pi5	P1338	褥子	
403	六、房舍/蓆子	蓆	席	tʃɛk2	tʃɛk2	zek6	P1340	蓆子	
404	六、房舍/枕巾	枕頭巾	枕头巾	tʃɐm33 tʰɐu21 kɐn55	tʃɐm33 tʰɐu21 kɐn55	zam3 tau4 gan1	P1340	枕巾	
405	六、房舍/枕套兒	枕頭套	枕头套	tʃɐm35 tʰɐu21 tʰu33	tʃɐm35 tʰɐu21 tʰu33	zam2 tau4 tu3	P1340	枕套兒	原文「頭」字誤作[tʰɐu31]
406	六、房舍/枕頭心兒	枕頭心	枕头心	tʃɐm33 tʰɐu21 ɬɐm55	tʃɐm33 tʰɐu21 ɬɐm55	zam3 tau4 slam1	P1342	枕頭心兒	
407	六、房舍/尿壺	尿鉢	尿钵	niu22 put3	niu22 put3	niu6 but3	P1342	尿壺	
408	六、房舍/自來水	自來水	自来水	tʃi22 lɔi21 ʃui35	tʃi22 lɔi21 ʃui35	zi6 loi4 sui2	P1342	自來水	
409	六、房舍/熱水袋	熱水袋	热水袋	it2 ʃui35 tɔi22	jit2 ʃui35 tɔi22	jit6 sui2 doi6	P1344	熱水袋	
410	六、房舍/暖水瓶	暖水壺	暖水壶	nyn23 ʃui35 u21	nyn24 ʃui35 wu21	nyun5 sui2 wu4	P1344	暖水瓶	
411	六、房舍/臉盆	面盆	面盆	min22 pʰun21	min22 pʰun21	min6 pun4	P1344	臉盆	
412	六、房舍/澡盆	洗身盆	洗身盆	ɬɐi35 ʃɐn55 pʰun21	ɬɐi35 ʃɐn55 pʰun21	slai2 san1 pun4	P1346	澡盆	
413	六、房舍/腳盆	腳盆	脚盆	kœk3 pʰun21	kœk3 pʰun21	goek3 pun4	P1346	腳盆	
414	六、房舍/擦腳布	抹腳布	抹脚布	mat3 kœk3 pu33	mat3 kœk3 pu33	maat3 goek3 bu3	P1346	擦腳布	
415	六、房舍/毛巾	手巾	手巾	ʃɐu35 kɐn55	ʃɐu35 kɐn55	sau2 gan1	P1348	毛巾	
416	六、房舍/肥皂	鹼	碱	kɛn35	kɛn35	gen2	P1348	肥皂	
417	六、房舍/鏡子	鏡	镜	kɛŋ33	kɛŋ33	geng3	P1348	鏡子	
418	六、房舍/櫃子	櫃	柜	kʷɐi22	kʷɐi22	gwai6	P1350	櫃子	
419	六、房舍/衣櫃	衣櫃	衣柜	i55 kʷɐi22	ji55 kʷɐi22	ji1 gwai6	P1350	衣櫃	
420	六、房舍/桌子	檯	台	tʰɔi21	tʰɔi21	toi4	P1350	桌子	
421	六、房舍/抽屜	櫃桶	柜桶	kʷɐi22 tʰuŋ35	kʷɐi22 tʰʊŋ35	gwai6 tung2	P1352	抽屜	
422	六、房舍/茶几	茶几	茶几	tʃʰa21 ki55	tʃʰa21 ki55	caa4 gi1	P1352	茶几	
423	六、房舍/椅子	椅	椅	i35	ji35	ji2	P1352	椅子	
424	六、房舍/椅靠背	靠背	靠背	kʰau33 pui33	kʰau33 pui33	kaau3 bui3	P1354	椅靠背	
425	六、房舍/凳子	凳	凳	tɐŋ33	tɐŋ33	dang3	P1354	凳子	
426	六、房舍/蠟燭	蠟燭	蜡烛	lap2 tʃuk5	lap2 tʃʊk5	laap6 zuk1	P1354	蠟燭	
427	六、房舍/廚房	廚房	厨房	tʃʰy21 fɔŋ21	tʃʰy21 fɔŋ21	cyu4 fong4	P1356	廚房	
428	六、房舍/竈	竈	灶	tʃu33	tʃu33	zu3	P1356	竈	
429	六、房舍/煙囪	煙通	烟通	in55 tʰuŋ55	jin55 tʰʊŋ55	jin1 tung1	P1356	煙囪	
