ID	CLASSIFI	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
137		一嚿飯	一嚿饭	jɐt5 kɐu22 fan22	jɐt5 kɐu22 fan22	jat1 gau6 faan6	1998年陳謨志總纂《南寧市誌·文化卷》P636	一團飯	原文未標音，作「舊」字
138		一䊆飯	一䊆饭	jɐt5 kɐu22 fan22	jɐt5 kɐu22 fan22	jat1 gau6 faan6	1998年陳謨志總纂《南寧市誌·文化卷》P636	一團飯	原文未標音，作「舊」字
139		打一餐	打一餐	ta35 jɐt5 tʃʰan55	ta35 jɐt5 tʃʰan55	daa2 jat1 caan1	1998年陳謨志總纂《南寧市誌·文化卷》P636	打一頓	原文未標音
140		孖	孖	ma55	ma55	maa1	1998年陳謨志總纂《南寧市誌·文化卷》P636	一雙	原文未標音
141		一對筷子	一对筷子	jɐt5 tui33 fai33 tʃi35	jɐt5 tui33 fai33 tʃi35	jat1 dui3 faai3 zi2	1998年陳謨志總纂《南寧市誌·文化卷》P636	一雙筷子	
142		發癡	发痴	fat3 tʃʰi55	fat3 tʃʰi55	faat3 ci1	1998年陳謨志總纂《南寧市誌·文化卷》P636	發瘋	原文未標音
143		窿	窿	lʊŋ55	lʊŋ55	lung1	1998年陳謨志總纂《南寧市誌·文化卷》P636	洞	原文未標音
144		孤寒	孤寒	ku55 hɔn21	ku55 hɔn21	gu1 hon4	1998年陳謨志總纂《南寧市誌·文化卷》P636	小氣	原文未標音
145		邋遢	邋遢	lat2 tʰat3	lat2 tʰat3	laat6 taat3	1998年陳謨志總纂《南寧市誌·文化卷》P636	骯髒	原文未標音
146		幼	幼	jɐu33	jɐu33	jau3	1998年陳謨志總纂《南寧市誌·文化卷》P636	細	原文未標音
147		包粟	包粟	pau55 ɬʊk5	pau55 ɬʊk5	baau1 sluk1	1998年陳謨志總纂《南寧市誌·文化卷》P636	玉米	原文未標音
148		包粟	包粟	pɛu55 ɬʊk5	pɛu55 ɬʊk5	beu1 sluk1	1998年陳謨志總纂《南寧市誌·文化卷》P636	玉米	原文未標音
149		黃粟米	黄粟米	wɔŋ21 ɬʊk5 mɐi24	wɔŋ21 ɬʊk5 mɐi24	wong4 sluk1 mai5	1998年陳謨志總纂《南寧市誌·文化卷》P636	小米	原文未標音
150		番茄	番茄	fan55 kʰɛ21	fan55 kʰɛ21	faan1 ke4	1998年陳謨志總纂《南寧市誌·文化卷》P636	西紅柿	原文未標音
151		走	走	tʃɐu35	tʃɐu35	zau2	1998年陳謨志總纂《南寧市誌·文化卷》P636	跑	原文未標音
152		諗	谂	nɐm35	nɐm35	nam2	1998年陳謨志總纂《南寧市誌·文化卷》P636	想、打算	原文未標音
153		搵	揾	wɐn35	wɐn35	wan2	1998年陳謨志總纂《南寧市誌·文化卷》P636	找	原文未標音
154		肥	肥	fi21	fi21	fi4	1998年陳謨志總纂《南寧市誌·文化卷》P636	胖，用於人或禽畜	原文未標音
155		充硬	充硬	tʃʰʊŋ55 ŋaŋ35	tʃʰʊŋ55 ŋaŋ35	cung1 ngaang2	1998年陳謨志總纂《南寧市誌·文化卷》P636	自稱英雄	原文有音無字
156		屎	屎	ʃi35	ʃi35	si2	1998年陳謨志總纂《南寧市誌·文化卷》P636	爲人做事都不理想，表現很差	原文未標音
157		折本	折本	ʃit2 pun35	ʃit2 pun35	sit6 bun2	1998年陳謨志總纂《南寧市誌·文化卷》P636	賠本	原文作「蝕本」，未標音
158		豬利	猪利	tʃy55 li22	tʃy55 li22	zyu1 li6	1998年陳謨志總纂《南寧市誌·文化卷》P637	豬舌，「利」爲「舌（蝕）」的避諱	原文未標音
159		豬溼	猪溼	tʃy55 ʃɐp5	tʃy55 ʃɐp5	zyu1 sap1	1998年陳謨志總纂《南寧市誌·文化卷》P637	豬肝，「溼」爲「肝（乾）」的避諱	原文未標音
160		豬溼	猪湿	tʃy55 ʃɐp5	tʃy55 ʃɐp5	zyu1 sap1	1998年陳謨志總纂《南寧市誌·文化卷》P637	豬肝，「溼」爲「肝（乾）」的避諱	原文未標音
161		橫利	横利	waŋ21 li22	waŋ21 li22	waang4 li6	1998年陳謨志總纂《南寧市誌·文化卷》P637	豬脾臟	原文未標音，又作「豬橫利」，因其形似舌，故稱
162		通書	通书	tʰʊŋ55 ʃy55	tʰʊŋ55 ʃy55	tung1 syu1	1998年陳謨志總纂《南寧市誌·文化卷》P637	皇曆舊稱	原文未標音
163		通勝	通胜	tʰʊŋ55 ʃeŋ33	tʰʊŋ55 ʃeŋ33	tung1 sing3	1998年陳謨志總纂《南寧市誌·文化卷》P637	皇曆，「勝」爲「書（輸）」的避諱	原文未標音
164		方書	方书	fɔŋ55 ʃy55	fɔŋ55 ʃy55	fong1 syu1	1998年陳謨志總纂《南寧市誌·文化卷》P637	便條舊稱	原文未標音
165		方勝	方胜	fɔŋ55 ʃeŋ33	fɔŋ55 ʃeŋ33	fong1 sing3	1998年陳謨志總纂《南寧市誌·文化卷》P637	便條，「勝」爲「書（輸）」的避諱	原文未標音
166		八月十五	八月十五	pɛt3 jyt2 ʃɐp2 m̩24	pɛt3 jyt2 ʃɐp2 m̩24	bet3 jyut6 sap6 m5	1998年陳謨志總纂《南寧市誌·文化卷》P655，656	中秋節	原文只談「五」的發音，「五」字受前字影響閉脣
167		八月十五	八月十五	pat3 jyt2 ʃɐp2 m̩24	pat3 jyt2 ʃɐp2 m̩24	baat3 jyut6 sap6 m5	1998年陳謨志總纂《南寧市誌·文化卷》P655，656	中秋節	原文只談「五」的發音，「五」字受前字影響閉脣
168		熱頭	热头	Ǿit2 thɐu21 	jit2 tʰɐu21	jit6 tau4	2015年語保工程(詞彙)	太陽（～下山了）	
169		日頭	日头	Ǿiɐt2 thɐu21	jɐt2 tʰɐu21	jat6 tau4	2015年語保工程(詞彙)	太陽（～下山了）	
170		月光	月光	Ǿyt2 kɔŋ55 	jyt2 kɔŋ55	jyut6 gong1	2015年語保工程(詞彙)	月亮（～出來了）	
171		天星	天星	thin55 ɬɛŋ55 	tʰin55 ɬɛŋ55	tin1 sleng1	2015年語保工程(詞彙)	星星	
172		天星	天星	thin55 ɬeŋ55 	tʰin55 ɬeŋ55	tin1 sling1	2015年語保工程(詞彙)	星星	
173		雲	云	Ǿuɐn21 	wɐn21	wan4	2015年語保工程(詞彙)	雲	
174		風	风	fuŋ55 	fʊŋ55	fung1	2015年語保工程(詞彙)	風	
175		颱風	台风	thɔi21 fuŋ55 	tʰɔi21 fʊŋ55	toi4 fung1	2015年語保工程(詞彙)	颱風	
176		閃電	闪电	ʃim35 tin22 	ʃim35 tin22	sim2 din6	2015年語保工程(詞彙)	閃電，名詞	
177		攝炩	摄炩	ʃip33 lɛŋ22	ʃip3 lɛŋ22	sip3 leng6	2015年語保工程(詞彙)	閃電，名詞	原文作「攝另」
178		雷	雷	lui21 	lui21	lui4	2015年語保工程(詞彙)	雷	
179		雨	雨	Ǿy24 	jy24	jyu5	2015年語保工程(詞彙)	雨	
180		落雨	落雨	lɔk2 Ǿy24 	lɔk2 jy24	lok6 jyu5	2015年語保工程(詞彙)	下雨	
181		淋	淋	lɐm21 	lɐm21	lam4	2015年語保工程(詞彙)	淋（衣服被雨～濕了）	
182		曬	晒	ʃai33 	ʃai33	saai3	2015年語保工程(詞彙)	曬（～糧食）	
183		雪	雪	ɬyt3	ɬyt3	slyut3	2015年語保工程(詞彙)	雪	
184		冰	冰	peŋ55 	peŋ55	bing1	2015年語保工程(詞彙)	冰	
185		冰雹	冰雹	peŋ55 pɔk2	peŋ55 pɔk2	bing1 bok6	2015年語保工程(詞彙)	冰雹	林亦、唐七元調查點
186		冰雹	冰雹	peŋ55 phau55	peŋ55 pʰau55	bing1 paau1	2015年語保工程(詞彙)	冰雹	唐七元調查點，原文誤作[phau33]
187		霜	霜	ɬœŋ55 	ɬœŋ55	sloeng1	2015年語保工程(詞彙)	霜	
188		霧	雾	mu22 	mu22	mu6	2015年語保工程(詞彙)	霧	
189		霧水	雾水	mu22 ʃui35 	mu22 ʃui35	mu6 sui2	2015年語保工程(詞彙)	露	
190		虹	虹	kɔŋ33 	kɔŋ33	gong3	2015年語保工程(詞彙)	虹，統稱	
191		彩虹	彩虹	ʧhɔi35 huŋ21	tʃʰɔi35 hʊŋ21	coi2 hung4	2015年語保工程(詞彙)	虹，統稱	
192		天狗日食	天狗日食	thin55 kɐu35 Ǿiɐt2 ʃek2	tʰin55 kɐu35 jɐt2 ʃek2	tin1 gau2 jat6 sik6	2015年語保工程(詞彙)	日食	
193		天狗月食	天狗月食	thin55 kɐu35 Ǿyt2 ʃek2	tʰin55 kɐu35 jyt2 ʃek2	tin1 gau2 jyut6 sik6	2015年語保工程(詞彙)	月食	
194		天氣	天气	thin55 hi33 	tʰin55 hi33	tin1 hi3	2015年語保工程(詞彙)	天氣	
195		好天	好天	hu35 thin55 	hu35 tʰin55	hu2 tin1	2015年語保工程(詞彙)	晴（天～）	
196		陰天	阴天	Ǿiɐm55 thin55 	jɐm55 tʰin55	jam1 tin1	2015年語保工程(詞彙)	陰（天～）	
197		旱	旱	hɔn24 	hɔn24	hon5	2015年語保工程(詞彙)	旱（天～）	
198		水大	水大	ʃui35 tai22 	ʃui35 tai22	sui2 daai6	2015年語保工程(詞彙)	澇（天～）	
199		天光	天光	thin55 kɔŋ55 	tʰin55 kɔŋ55	tin1 gong1	2015年語保工程(詞彙)	天亮	
200		田	田	thin21 	tʰin21	tin4	2015年語保工程(詞彙)	水田	
201		畲地	畲地	ʃɛ55 ti22 	ʃɛ55 ti22	se1 di6	2015年語保工程(詞彙)	旱地，澆不上水的耕地	
202		畬地	畬地	ʃɛ55 ti22 	ʃɛ55 ti22	se1 di6	2015年語保工程(詞彙)	旱地，澆不上水的耕地	原文作「畲」字
203		田基	田基	thin21 ki55 	tʰin21 ki55	tin4 gi1	2015年語保工程(詞彙)	田埂	
204		山路	山路	ʃan55 lu22 	ʃan55 lu22	saan1 lu6	2015年語保工程(詞彙)	路，野外的	
205		山	山	ʃan55 	ʃan55	saan1	2015年語保工程(詞彙)	山	
206		嶺	岭	lɛŋ24	lɛŋ24	leng5	2015年語保工程(詞彙)	山；丘陵	
207		山麓	山麓	ʃan55 luk5	ʃan55 lʊk5	saan1 luk1	2015年語保工程(詞彙)	山谷	
208		河	河	hɔ21	hɔ21	ho4	2015年語保工程(詞彙)	江，大的河	
209		坑	坑	haŋ55 	haŋ55	haang1	2015年語保工程(詞彙)	溪，小的河；水溝兒，較小的水道	
210		涌	涌	ʧhuŋ55	tʃʰʊŋ55	cung1	2015年語保工程(詞彙)	溪，小的河	原文作「沖」字
211		渠	渠	khy21	kʰy21	kyu4	2015年語保工程(詞彙)	水溝兒，較小的水道	林亦調查點誤作[khy21]，唐七元調查點對
212		湖	湖	Ǿu21 	wu21	wu4	2015年語保工程(詞彙)	湖	
213		塘邊	塘边	thɔŋ21 pin55 	tʰɔŋ21 pin55	tong4 bin1	2015年語保工程(詞彙)	池塘	
214		氹	氹	thɐm24 	tʰɐm24	tam5	2015年語保工程(詞彙)	水坑兒，地面上有積水的小窪兒	
215		水大	水大	ʃui35 tai22 	ʃui35 tai22	sui2 daai6	2015年語保工程(詞彙)	洪水	
216		浸	浸	tʃɐm33 	tʃɐm33	zam3	2015年語保工程(詞彙)	淹（被水～了）	
217		河邊	河边	hɔ21 pin55 	hɔ21 pin55	ho4 bin1	2015年語保工程(詞彙)	河岸	
218		壩	坝	pa33 	pa33	baa3	2015年語保工程(詞彙)	壩，攔河修築攔水的	
219		水壩	水坝	ʃui35 pa33	ʃui35 pa33	sui2 baa3	2015年語保工程(詞彙)	壩，攔河修築攔水的	
220		震	震	ʧɐn33 	tʃɐn33	zan3	2015年語保工程(詞彙)	地震	
221		窿	窿	luŋ55 	lʊŋ55	lung1	2015年語保工程(詞彙)	窟窿	
222		罅	罅	la33 	la33	laa3	2015年語保工程(詞彙)	縫兒，統稱	
223		石頭	石头	ʃɛk2 thɐu21 	ʃɛk2 tʰɐu21	sek6 tau4	2015年語保工程(詞彙)	石頭，統稱	
224		泥	泥	nɐi21 	nɐi21	nai4	2015年語保工程(詞彙)	土，統稱	
225		泥湴	泥湴	nɐi21 pan22 	nɐi21 pan22	nai4 baan6	2015年語保工程(詞彙)	泥，濕的	
226		洋灰	洋灰	Ǿiœŋ21 fui55 	jœŋ21 fui55	joeng4 fui1	2015年語保工程(詞彙)	水泥，舊稱	
227		沙	沙	ʃa55 	ʃa55	saa1	2015年語保工程(詞彙)	沙子	
228		磚頭	砖头	ʧyn55 thɐu21 	tʃyn55 tʰɐu21	zyun1 tau4	2015年語保工程(詞彙)	磚，整塊的	
229		瓦	瓦	ŋa24 	ŋa24	ngaa5	2015年語保工程(詞彙)	瓦，整塊的	
230		煤	煤	mui21 	mui21	mui4	2015年語保工程(詞彙)	煤	
231		火油	火油	fɔ35 Ǿiɐu21 	fɔ35 jɐu21	fo2 jau4	2015年語保工程(詞彙)	煤油	
232		火水	火水	fɔ35 ʃui35	fɔ35 ʃui35	fo2 sui2	2015年語保工程(詞彙)	煤油	
233		京炭	京炭	keŋ55 than33 	keŋ55 tʰan33	ging1 taan3	2015年語保工程(詞彙)	炭，木炭	
234		灰	灰	fui55 	fui55	fui1	2015年語保工程(詞彙)	灰，燒成的	
235		風塵	风尘	fuŋ55 ʧhɐn21 	fʊŋ55 tʃʰɐn21	fung1 can4	2015年語保工程(詞彙)	灰塵，桌面上的	
236		火	火	fɔ35	fɔ35	fo2	2015年語保工程(詞彙)	火	
237		火煙	火烟	fɔ35 Ǿin55 	fɔ35 jin55	fo2 jin1	2015年語保工程(詞彙)	煙，燒火形成的	
238		火燭	火烛	fɔ35 ʧuk5	fɔ35 tʃʊk5	fo2 zuk1	2015年語保工程(詞彙)	失火	
239		水	水	ʃui35 	ʃui35	sui2	2015年語保工程(詞彙)	水	
240		凍水	冻水	tuŋ33 ʃui35 	tʊŋ33 ʃui35	dung3 sui2	2015年語保工程(詞彙)	涼水	
241		暖水	暖水	nyn24 ʃui35 	nyn24 ʃui35	nyun5 sui2	2015年語保工程(詞彙)	熱水，如洗臉的熱水，不是指喝的開水	
242		滾水	滚水	kuɐn35 ʃui35 	kʷɐn35 ʃui35	gwan2 sui2	2015年語保工程(詞彙)	開水，喝的	
243		攝石	摄石	ʃip3 ʃɛk2	ʃip3 ʃɛk2	sip3 sek6	2015年語保工程(詞彙)	磁鐵	
244		陣時	阵时	ʧɐn22 ʃi21 	tʃɐn22 ʃi21	zan6 si4	2015年語保工程(詞彙)	時候（吃飯的～）	
245		幾時	几时	ki35 ʃi21 	ki35 ʃi21	gi2 si4	2015年語保工程(詞彙)	什麼時候	
246		而家	而家	Ǿi21 ka55 	ji21 ka55	ji4 gaa1	2015年語保工程(詞彙)	現在	
247		以前	以前	Ǿi24 ʧhin21 	ji24 tʃʰin21	ji5 cin4	2015年語保工程(詞彙)	以前（十年～）	
248		以後	以后	Ǿi24 hɐu22 	ji24 hɐu22	ji5 hau6	2015年語保工程(詞彙)	以後（十年～）	
249		一世	一世	Ǿiɐt5 ʃɐi33 	jɐt5 ʃɐi33	jat1 sai3	2015年語保工程(詞彙)	一輩子	
250		今年	今年	kɐm55 nin21 	kɐm55 nin21	gam1 nin4	2015年語保工程(詞彙)	今年	
251		來年	来年	lɔi21 nin21 	lɔi21 nin21	loi4 nin4	2015年語保工程(詞彙)	明年	
252		後年	后年	hɐu22 nin21 	hɐu22 nin21	hau6 nin4	2015年語保工程(詞彙)	後年	
253		舊年	旧年	kɐu22 nin21 	kɐu22 nin21	gau6 nin4	2015年語保工程(詞彙)	去年	
254		前年	前年	tʃhin21 nin21 	tʃʰin21 nin21	cin4 nin4	2015年語保工程(詞彙)	前年	
255		舊時	旧时	kɐu22 ʃi21 	kɐu22 ʃi21	gau6 si4	2015年語保工程(詞彙)	往年，過去的年份	
256		年頭	年头	nin21 thɐu21 	nin21 tʰɐu21	nin4 tau4	2015年語保工程(詞彙)	年初	
257		年尾	年尾	nin21 mi24 	nin21 mi24	nin4 mi5	2015年語保工程(詞彙)	年底	
258		今日	今日	kɐm55 Ǿiɐt2	kɐm55 jɐt2	gam1 jat6	2015年語保工程(詞彙)	今天	
259		聽日	听日	theŋ55 Ǿiɐt2	tʰɛŋ55 jɐt2	teng1 jat6	2015年語保工程(詞彙)	明天	
260		後日	后日	hɐu22 Ǿiɐt2	hɐu22 jɐt2	hau6 jat6	2015年語保工程(詞彙)	後天	
261		大後日	大后日	tai22 hɐu22 Ǿiɐt2	tai22 hɐu22 jɐt2	daai6 hau6 jat6	2015年語保工程(詞彙)	大後天	
262		昨日	昨日	tʃɔk2 Ǿiɐt2	tʃɔk2 jɐt2	zok6 jat6	2015年語保工程(詞彙)	昨天	
263		前日	前日	tʃhin21 Ǿiɐt2	tʃʰin21 jɐt2	cin4 jat6	2015年語保工程(詞彙)	前天	
264		大前日	大前日	tai22 tʃhin21 Ǿiɐt2	tai22 tʃʰin21 jɐt2	daai6 cin4 jat6	2015年語保工程(詞彙)	大前天	
265		成日	成日	ʃɛŋ21 Ǿiɐt2	ʃɛŋ21 jɐt2	seng4 jat6	2015年語保工程(詞彙)	整天	
266		日日	日日	Ǿiɐt2 Ǿiɐt2	jɐt2 jɐt2	jat6 jat6	2015年語保工程(詞彙)	每天	
267		朝早	朝早	tʃiu55 tʃu35	tʃiu55 tʃu35	ziu1 zu2	2015年語保工程(詞彙)	早晨	
268		朝頭早	朝头早	tʃiu55 thɐu22 tʃu35 	tʃiu55 tʰɐu21 tʃu35	ziu1 tau4 zu2	2015年語保工程(詞彙)	上午	
269		上晝	上昼	ʃœŋ22 ʧɐu33	ʃœŋ22 tʃɐu33	soeng6 zau3	2015年語保工程(詞彙)	上午	
270		晏晝	晏昼	Ǿan33 tʃɐu33 	an33 tʃɐu33	aan3 zau3	2015年語保工程(詞彙)	中午	原文誤作[Ǿan35]
271		下晝	下昼	ha22 tʃɐu33 	ha22 tʃɐu33	haa6 zau3	2015年語保工程(詞彙)	下午	
272		入黑	入黑	Ǿiɐp2 hɐk5	jɐp2 hɐk5	jap6 hak1	2015年語保工程(詞彙)	傍晚	
273		白日	白日	pak2 Ǿiɐt2	pak2 jɐt2	baak6 jat6	2015年語保工程(詞彙)	白天	
274		晚黑	晚黑	man24 hɐk5	man24 hɐk5	maan5 hak1	2015年語保工程(詞彙)	夜晚，與白天相對，統稱	
275		半晚	半晚	pun33 man24 	pun33 man24	bun3 maan5	2015年語保工程(詞彙)	半夜	
276		正月	正月	ʧeŋ55 Ǿyt2	tʃeŋ55 jyt2	zing1 jyut6	2015年語保工程(詞彙)	正月，農曆	
277		年初一	年初一	nin21 ʧhɔ55 Ǿiɐt5	nin21 tʃʰɔ55 jɐt5	nin4 co1 jat1	2015年語保工程(詞彙)	大年初一，農曆	
278		正月十五	正月十五	ʧeŋ55 Ǿyt2 ʃɐp2ŋ24 	tʃeŋ55 jyt2 ʃɐp2 ŋ̍24	zing1 jyut6 sap6 ng5	2015年語保工程(詞彙)	元宵節	
279		拜山	拜山	pai33 ʃan55 	pai33 ʃan55	baai3 saan1	2015年語保工程(詞彙)	清明	
280		五月初五	五月初五	Ǿŋ24 Ǿyt2 tʃhɔ55 ŋ24 	ŋ̍24 jyt2 tʃʰɔ55 ŋ̍24	ng5 jyut6 co1 ng5	2015年語保工程(詞彙)	端午	
281		鬼節	鬼节	kuɐi35 ʧit3	kʷɐi35 tʃit3	gwai2 zit3	2015年語保工程(詞彙)	七月十五，農曆，節日名	
282		八月十五	八月十五	pɛt3 Ǿyt2 ʃɐp2ŋ24 	pɛt3 jyt2 ʃɐp2 ŋ̍24	bet3 jyut6 sap6 ng5	2015年語保工程(詞彙)	中秋	
283		過冬	过冬	kɔ33 tuŋ55 	kɔ33 tʊŋ55	go3 dung1	2015年語保工程(詞彙)	冬至	
284		年尾	年尾	nin21 mi24 	nin21 mi24	nin4 mi5	2015年語保工程(詞彙)	臘月，農曆十二月	
285		年三十晚	年三十晚	nin21 ɬa5 Ǿa22 man24 	nin21 ɬam55 a22 man24	nin4 slaam1 aa6 maan5	2015年語保工程(詞彙)	除夕，農曆	
286		通書	通书	thuŋ55 ʃy55 	tʰʊŋ55 ʃy55	tung1 syu1	2015年語保工程(詞彙)	曆書	
287		舊曆	旧历	kɐu22 lek2	kɐu22 lek2	gau6 lik6	2015年語保工程(詞彙)	陰曆	
288		新曆	新历	ɬɐn55 lek2	ɬɐn55 lek2	slan1 lik6	2015年語保工程(詞彙)	陽曆	
289		禮拜日	礼拜日	lɐi24 pai33 Ǿiɐt2	lɐi24 pai33 jɐt2	lai5 baai3 jat6	2015年語保工程(詞彙)	星期天	
290		地方	地方	ti22 fɔŋ55 	ti22 fɔŋ55	di6 fong1	2015年語保工程(詞彙)	地方	唐七元調查點，原文誤作[ti21]
291		笪定	笪定	taːt3 tɛŋ22	tat3 tɛŋ22	daat3 deng6	2015年語保工程(詞彙)	地方	林亦調查點，「笪」字誤作[tat2]
292		邊啲	边啲	pin55 ti55 	pin55 ti55	bin1 di1	2015年語保工程(詞彙)	什麼地方	
293		屋企	屋企	Ǿuk5 khi35 	ʊk5 kʰi35	uk1 ki2	2015年語保工程(詞彙)	家裡	唐七元調查點，「屋」字誤作[Ǿɔk5]
294		城市	城市	ʃeŋ21 ʃi24 	ʃeŋ21 ʃi24	sing4 si5	2015年語保工程(詞彙)	城裡	
295		鄉里	乡里	hœŋ55 li24 	hœŋ55 li24	hoeng1 li5	2015年語保工程(詞彙)	鄉下	
296		上高	上高	ʃœŋ22 ku55 	ʃœŋ22 ku55	soeng6 gu1	2015年語保工程(詞彙)	上面（從～滾下來）	
297		下底	下底	ha22 tɐi35 	ha22 tɐi35	haa6 dai2	2015年語保工程(詞彙)	下面（從～爬上去）	
298		左便	左便	ʧɔ24 pin55 	tʃɔ35 pin22	zo2 bin6	2015年語保工程(詞彙)	左邊	
299		右邊	右边	Ǿiɐu22 pin55 	jɐu22 pin55	jau6 bin1	2015年語保工程(詞彙)	右邊	
300		中央	中央	ʧuŋ55 Ǿiœŋ55 	tʃʊŋ55 jœŋ55	zung1 joeng1	2015年語保工程(詞彙)	中間（排隊排在～）	
301		前頭	前头	ʧhin21 thɐu21 	tʃʰin21 tʰɐu21	cin4 tau4	2015年語保工程(詞彙)	前面（排隊排在～）	
302		後尾	后尾	hɐu22 mi24 	hɐu22 mi24	hau6 mi5	2015年語保工程(詞彙)	後面（排隊排在～）	
303		蔑尾	蔑尾	mɛt5 mi24 	mɛt5 mi24	met1 mi5	2015年語保工程(詞彙)	末尾（排隊排在～）	原文有音無字
304		對面	对面	tui33 min22 	tui33 min22	dui3 min6	2015年語保工程(詞彙)	對面	
305		面先	面先	min22 ɬin55 	min22 ɬin55	min6 slin1	2015年語保工程(詞彙)	面前	
306		後尾	后尾	hɐu22 mi24 	hɐu22 mi24	hau6 mi5	2015年語保工程(詞彙)	背後	
307		裏底	里底	li24 tɐi35 	li24 tɐi35	li5 dai2	2015年語保工程(詞彙)	裏面（躲在～）	
308		外面	外面	ŋɔi22 min22 	ŋɔi22 min22	ngoi6 min6	2015年語保工程(詞彙)	外面（衣服曬在～）	
309		隔離	隔离	kak3 li21 	kak3 li21	gaak3 li4	2015年語保工程(詞彙)	旁邊	
310		上高	上高	ʃœŋ22 ku55	ʃœŋ22 ku55	soeng6 gu1	2015年語保工程(詞彙)	上（碗在桌子～）	
311		底下	底下	tɐi35 ha22 	tɐi35 ha22	dai2 haa6	2015年語保工程(詞彙)	下（凳子在桌子～）	
312		邊	边	pin55	pin55	bin1	2015年語保工程(詞彙)	邊兒（桌子的～）	
313		角	角	kɔk3	kɔk3	gok3	2015年語保工程(詞彙)	角兒（桌子的～）	
314		上來	上来	ʃœŋ24 lɐi21 	ʃœŋ24 lɐi21	soeng5 lai4	2015年語保工程(詞彙)	上去（他～了）	
315		落來	落来	lɔk2 lɐi21 	lɔk2 lɐi21	lok6 lai4	2015年語保工程(詞彙)	下來（他～了）	
316		落去	落去	lɔk2 hy33 	lɔk2 hy33	lok6 hyu3	2015年語保工程(詞彙)	進去（他～了）	
317		出	出	ʧhyt5 	tʃʰyt5	cyut1	2015年語保工程(詞彙)	出來（他～了）	
318		出去	出去	ʧhyt5 hy33 	tʃʰyt5 hy33	cyut1 hyu3	2015年語保工程(詞彙)	出去（他～了）	
319		行哂	行哂	haŋ21 ɬai33	haŋ21 ɬai33	haang4 slaai3	2015年語保工程(詞彙)	出去（他～了）	
320		返來	返来	fan55 lɐi21 	fan55 lɐi21	faan1 lai4	2015年語保工程(詞彙)	回來（他～了）	原文誤作[fan33]
321		起身	起身	hi35 ʃɐn55 	hi35 ʃɐn55	hi2 san1	2015年語保工程(詞彙)	起來（天冷～了）	
322		樹	树	ʃy22 	ʃy22	syu6	2015年語保工程(詞彙)	樹	
323		木碌	木碌	muk2 luk5	mʊk2 lʊk5	muk6 luk1	2015年語保工程(詞彙)	木頭	
324		松樹	松树	ɬuŋ55 ʃy22 	ɬʊŋ55 ʃy22	slung1 syu6	2015年語保工程(詞彙)	松樹，統稱	
325		柏樹	柏树	phak3 ʃy22 	pʰak3 ʃy22	paak3 syu6	2015年語保工程(詞彙)	柏樹，統稱	
326		杉木	杉木	ʧham33 muk2	tʃʰam33 mʊk2	caam3 muk6	2015年語保工程(詞彙)	杉樹	
327		柳木	柳木	lɐu24 muk2	lɐu24 mʊk2	lau5 muk6	2015年語保工程(詞彙)	柳樹	
328		竹	竹	tʃuk5	tʃʊk5	zuk1	2015年語保工程(詞彙)	竹子，統稱	
329		筍	笋	ɬɐn35 	ɬɐn35	slan2	2015年語保工程(詞彙)	筍	
330		葉	叶	Ǿip2	jip2	jip6	2015年語保工程(詞彙)	葉子	
331		花	花	fa55 	fa55	faa1	2015年語保工程(詞彙)	花	
332		咕嘟	咕嘟	ku55 tu55 	ku55 tu55	gu1 du1	2015年語保工程(詞彙)	花蕾，花骨朵	
333		梅花	梅花	mui21 fa55 	mui21 fa55	mui4 faa1	2015年語保工程(詞彙)	梅花	
334		牡丹	牡丹	mau24 tan55 	mau24 tan55	maau5 daan1	2015年語保工程(詞彙)	牡丹	
335		荷花	荷花	hɔ21 fa55 	hɔ21 fa55	ho4 faa1	2015年語保工程(詞彙)	荷花	
336		草	草	ʧhu35  	tʃʰu35	cu2	2015年語保工程(詞彙)	草	
337		藤	藤	thɐŋ21 	tʰɐŋ21	tang4	2015年語保工程(詞彙)	藤	
338		簕	簕	lɐk2 	lɐk2	lak6	2015年語保工程(詞彙)	刺，名詞	
339		生果	生果	ʃaŋ55 kɔ35 	ʃaŋ55 kɔ35	saang1 go2	2015年語保工程(詞彙)	水果	
340		蘋果	苹果	pheŋ21 kɔ35 	pʰeŋ21 kɔ35	ping4 go2	2015年語保工程(詞彙)	蘋果	
341		桃子	桃子	thu21 ʧi35 	tʰu21 tʃi35	tu4 zi2	2015年語保工程(詞彙)	桃子	
342		梨	梨	li21 	li21	li4	2015年語保工程(詞彙)	梨	
343		李果	李果	li24 kɔ35 	li24 kɔ35	li5 go2	2015年語保工程(詞彙)	李子	
344		杏	杏	hɐŋ22 	hɐŋ22	hang6	2015年語保工程(詞彙)	杏	
345		柑	柑	kɐm55 	kɐm55	gam1	2015年語保工程(詞彙)	橘子	
346		樸碌	朴碌	puk5 luk5	pʊk5 lʊk5	buk1 luk1	2015年語保工程(詞彙)	柚子	原文作「礴」字
347		柿子	柿子	ʃɐi22 ʧi35 	ʃɐi22 tʃi35	sai6 zi2	2015年語保工程(詞彙)	柿子	
348		石榴	石榴	ʃɛk2 lɐu21 	ʃɛk2 lɐu21	sek6 lau4	2015年語保工程(詞彙)	石榴	
349		棗	枣	ʧu35 	tʃu35	zu2	2015年語保工程(詞彙)	棗	
